,comments,labels
1114,برای اتاق کوچک خوبه,پیشنهاد می‌کنم
1115,باد مناسب و خوب,پیشنهاد می‌کنم
1116,میتونست بهتر باشه,پیشنهاد می‌کنم
1117,کاربردی و سبک,پیشنهاد می‌کنم
1118,پنکه جمع و جوری هست مستقیم باد میزنه میتونید جایش را تغییر دهید که فقط هوا را عوض کند من رو درجه 3 که پایین هست میگذارم چون عمر پنکه زیاد میشود.,پیشنهاد می‌کنم
1119,خوبه,پیشنهاد می‌کنم
1120,کلید دستگاه,پیشنهاد می‌کنم
1121,رضایت دارم از خریدم,پیشنهاد می‌کنم
1122,خیلی باد ضعیفی داره .. نسبت به چثه ای داره صداش نسبتا زیاده .. مثل یه فن هواکش خیلی معمولیه,پیشنهاد می‌کنم
1123,خرید این فن را به دیگران توصیه میکنم,پیشنهاد می‌کنم
1124,من برای توی آشپزخونه خریدم و راضی هستم . فقط ای کاش حالت چرخشی داشت . توصیه میکنم .,پیشنهاد می‌کنم
1125,پنکه رومیزی دمنده,پیشنهاد می‌کنم
1126,قیمت مناسب,مطمئن نیستم
1127,خوب,پیشنهاد می‌کنم
1128,عادی,مطمئن نیستم
1129,دمنده,پیشنهاد نمی‌کنم
1130,واقعا توصیه می‌شود,پیشنهاد می‌کنم
1131,عالی عالی عالی,پیشنهاد می‌کنم
1132,عالیه واقعا من توی تخفیف خریدم چهارصد و خورده ای به نصبت قیمتش عالیه,پیشنهاد می‌کنم
1133,خیلی خوبه، کار راه اندازه,پیشنهاد می‌کنم
1134,رومیزی هست و باید به آدم نزدیک باشه از این نظر خوبه و پیشنهاد میکنم ولی اگه میخوای بزاری دور و فاصله زیاد باشه به نظرم به کار نمیاد و باد پنکه رو احساس نمیکنی,مطمئن نیستم
1135,عالی و مناسب,پیشنهاد می‌کنم
1136,Ok,پیشنهاد می‌کنم
1137,خوبه بد نیست,مطمئن نیستم
1138,پنکه رو میزی,پیشنهاد می‌کنم
1139,خوبه تنظیم سه حالته داره کیفیت عالی,پیشنهاد می‌کنم
1140,نکات منفیش از مثبتش بیشتره,مطمئن نیستم
1141,بسیار کاربردی طبق نیاز,پیشنهاد می‌کنم
1142,با درود. این همه از این محصول تعریف و تمجید شنیدیم بعد از دو ماه کار کرد اونم فقط دورِ کُند، سوخت و دودش دراومد. امیدوارم گارانتی قبول کنه ، دوباره بعد از رفتن به گارنتی نظرم رو آپدیت میکنم ...,پیشنهاد نمی‌کنم
1143,عالی هرچی بگم کم گفتم ممنون از فروشنده,پیشنهاد می‌کنم
1144,پنکه رومیزی دمنده مدل Haleh,پیشنهاد می‌کنم
1145,عالیه,پیشنهاد می‌کنم
1146,خوب بود ، نسبت به قیمت ارزش خرید داشت واقعا,پیشنهاد می‌کنم
1147,آشغال,پیشنهاد نمی‌کنم
1148,عالی,پیشنهاد می‌کنم
1149,ارزش خرید داره، برای محل کارم گرفتم، بدون صداست.,پیشنهاد می‌کنم
1150,پنکه خوب,پیشنهاد می‌کنم
1151,عالیییییییییی,پیشنهاد می‌کنم
1152,خونه,پیشنهاد می‌کنم
1153,درجه بندی داره ثابته ولی خوبه واسه 1 نفر,پیشنهاد می‌کنم
1154,کیفیت,پیشنهاد می‌کنم
1155,پنکه رو میزی,پیشنهاد می‌کنم
1156,خیلی خوبه برای روزهای گرم . بی‌صدا و کاربردی و کم جا,پیشنهاد می‌کنم
1157,......,......
1158,به نظرم خوبه,پیشنهاد می‌کنم
1159,خوب,پیشنهاد می‌کنم
1160,خوبه,پیشنهاد می‌کنم
1161,بسیار عالی و کار راه انداز,پیشنهاد می‌کنم
1162,خرید محصول,پیشنهاد می‌کنم
1163,خوبه,پیشنهاد می‌کنم
1164,این محصول دارای کیفیت بالا در قطعات به کا رفته در فرایند ساخت است ولی نه با این قیمت بالا که به نظر میرسه قیمت محصول برای مصرف کننده خیلی بالاتر از چیزی است که به ان قیمت تمام شده ساخت اتلاق میشود.,پیشنهاد می‌کنم
1165,قبلاً خوب بود,مطمئن نیستم
1166,خوب,پیشنهاد می‌کنم
1167,پنکه,پیشنهاد می‌کنم
1168,ارزش خرید دارد,پیشنهاد می‌کنم
1169,پنکه رومیزی,بی صدا
1170,پنکه دمنده,پیشنهاد می‌کنم
1171,برای فاصله های کم مناسبه,پیشنهاد می‌کنم
1172,عالی,پیشنهاد می‌کنم
1173,باکیفیت,پیشنهاد می‌کنم
1174,در کل خول,پیشنهاد می‌کنم
1175,شانس من خراب شد,پیشنهاد می‌کنم
1176,خیلی خوبه,پیشنهاد می‌کنم
1177,خوب,پیشنهاد می‌کنم
1178,خیلی خوبه,پیشنهاد می‌کنم
1179,پیشنهاد میکنم,پیشنهاد می‌کنم
1180,به درد بخور,پیشنهاد می‌کنم
1181,قیمت و کیفیت مناسب,پیشنهاد می‌کنم
1182,عالی بود,پیشنهاد می‌کنم
1183,سبک ؛ قابل حمل آسان ، برای یک نفر خوبه ، پنجره جلو پره ها خیلی متراکمه و مقداری مانع جریان باد میشود,مطمئن نیستم
1184,کالای با کیفیت عالی,پیشنهاد می‌کنم
1185,عالی,پیشنهاد می‌کنم
1186,پنکه رو میزی,پیشنهاد می‌کنم
1187,کاملآ بی صداس خیلی راضی هستم,پیشنهاد می‌کنم
1188,راضیم,پیشنهاد می‌کنم
1189,قدرت باد خوب,مطمئن نیستم
1190,عالیه عالی از خریدم راضی ام برای میز کارم خریدمش و خدا رو شکر که سالم بود. ممنون از تولید کننده و دیجی کالا و مرسی از خودم که خریدمش,پیشنهاد می‌کنم
1191,ارزش خرید بالا,پیشنهاد می‌کنم
1192,پنکه رومیزی,پیشنهاد نمی‌کنم
1193,عالی,پیشنهاد می‌کنم
1194,پنکه رومیزی دمنده مدل هاله,پیشنهاد می‌کنم
1195,عالی,پیشنهاد می‌کنم
1196,پنکه,پیشنهاد می‌کنم
1197,بد نیست هم قدرتش خوبه,پیشنهاد می‌کنم
1198,خیلی خوبه,پیشنهاد می‌کنم
1199,دستگاه خوبیه,پیشنهاد می‌کنم
1200,برای کنار تختخواب و میز کار عالیه,پیشنهاد می‌کنم
1201,برای روی میز در اداره یا منزل عالی است,پیشنهاد می‌کنم
1202,پنکه,پیشنهاد می‌کنم
1203,خوب,پیشنهاد می‌کنم
1204,کیفیت,پیشنهاد می‌کنم
1205,خوب,پیشنهاد می‌کنم
1206,پنکه خوبیه من برای کارم گرفتم که روی میز گذاشتم خوبیش اینه صدا هم نداره باد خوبی هم میزنه,پیشنهاد می‌کنم
1207,جنس ایرانی بسیار خوب و با کیفیتی هست، خیلی کم صدا هم هست فقط ایکاش رنگ مشکی موجود میشد!,پیشنهاد می‌کنم
1208,خیلی خوب,پیشنهاد می‌کنم
1209,پنکه رومیزی دمنده,واقعا پسندیدم
1210,در کل برای فضای کوچیک و جمو جور خوبه,پیشنهاد می‌کنم
1211,برای محل کار روی میز عالیه مرسی,پیشنهاد می‌کنم
1212,ازهمه نظر عالی هستش.,پیشنهاد می‌کنم
1213,پنکه رومیزی,پیشنهاد می‌کنم
1214,پنکه رومیزی,پیشنهاد می‌کنم
1215,...,پیشنهاد می‌کنم
1216,خوبه ولی چرا صدا داره؟,پیشنهاد می‌کنم
1217,خوب,پیشنهاد می‌کنم
1218,پنکه رومیزی,مطمئن نیستم
1219,خوب,پیشنهاد می‌کنم
1220,خاموش میشه بعد چند ساعت روشن میشه,پیشنهاد نمی‌کنم
1221,بعد از یه مدت کوتاه که روشن باسه اتومات خاموش میشه و حدودا بعد از نیم ساعت مجدداً روشن میشه!!!!!!!!,پیشنهاد می‌کنم
1222,قیمت پایین و کارایی بالا,پیشنهاد می‌کنم
1223,شروع ضمانت نامه,مطمئن نیستم
1224,جنس دست دوم و استفاده شده,پیشنهاد نمی‌کنم
1225,به موقع ارسال شد کیفیت محصول هم خوب بود قیمت هم مناسب بود,پیشنهاد می‌کنم
1226,به اندازه پولی که میدید هست,مطمئن نیستم
1227,خیلی عالی,پیشنهاد می‌کنم
1228,بسیار مناسب و عالی,پیشنهاد می‌کنم
1229,خیلی عالیه و سرعت بادش عالیه,پیشنهاد می‌کنم
1230,خوب بود,پیشنهاد می‌کنم
1231,من برای روی میز ادارم خریدم خیلی عالی خیلی راضیم,پیشنهاد می‌کنم
1232,خوبه,پیشنهاد می‌کنم
1233,مناسب است,پیشنهاد می‌کنم
1234,خوب و درجه یک,پیشنهاد می‌کنم
1235,بهترین خرید برای تمام فصول بدون صدا و پرتاب باد 3 سرعتهm .,پیشنهاد می‌کنم
1236,این پنکه ها بسیار خنک کننده است ، ولی کارتن پنکه از وسط پاره شده بود ، لطفا تیم دیجی کالا در بسته بندی و نگهداری وسایل حساس برقی دقت فرمایید ، البته سفارش مون زود بدست مون رسید با سپاس از تیم دیجی کالا,پیشنهاد می‌کنم
1237,خوب,پیشنهاد می‌کنم
1238,در خرید شک نکنید!,پیشنهاد می‌کنم
1239,خوبه راضیم,پیشنهاد می‌کنم
1240,در کل خوب بود راضیم,پیشنهاد می‌کنم
1241,خوب و کاربردی و کوچک,پیشنهاد می‌کنم
1242,کیفیت,پیشنهاد می‌کنم
1243,تو شرکت روی میز گذاشتم عالیه,پیشنهاد می‌کنم
1244,خفنه,پیشنهاد می‌کنم
1245,خوب و باکیفیت و موتور قوی,پیشنهاد می‌کنم
1246,نسبت به قیمت عالی، قوی و کم مصرف تو خریدش شک نکنید,پیشنهاد می‌کنم
1247,خیلی خوب و با کیفیت و کار راه بنداز برای یک نفره,پیشنهاد می‌کنم
1248,منفی,پیشنهاد نمی‌کنم
1249,برای فصل تابستون که هوا خیلی گرمه گرفتم و با همون کمترین درجش(درجه ۳) حسابی فضا رو قابل تحمل میکنه و آدمو خنک میکنه، من برای روی میزم گرفتم و خیلی شیک و جمع و جور و ایمن هستش ولی باید زیرش یه چیزی بذارم که بادش بخوره به صورتم.,پیشنهاد می‌کنم
1250,کوچک تر از انتظارم بود اما بادش خوبه البته از پنکه معمولی کمتره بیشترین درجش درجه یک پنکه معمولیه تایمر خواب نداره بده و درجه هاش دکمه ای بود عالی میشد تو خواب میشد خاموشش کرد و درجه یکش لرزش داره,پیشنهاد می‌کنم
1251,غیر اصل,مطمئن نیستم
1252,عالی بود,پیشنهاد می‌کنم
1253,بی نظیر,پیشنهاد می‌کنم
1254,پنکه,پیشنهاد می‌کنم
1255,انتظار باد خیلی زیادی نداشته باشین، دور کندش که اصلا هیچی حس نمیکنین، ولی در کل به نسبت پولی که میدین پنکه خوبیه,پیشنهاد می‌کنم
1256,خوب بود,پیشنهاد می‌کنم
1257,باد قوی داره,پیشنهاد می‌کنم
1258,عالی,پیشنهاد می‌کنم
1259,صدای کم جای کم قدرت عالی,پیشنهاد می‌کنم
1260,کاربردی - پیشنهاد میکنم,پیشنهاد می‌کنم
1261,پنکه رو میزی مدل هاله,پیشنهاد می‌کنم
1262,کار راه انداز,پیشنهاد می‌کنم
1263,نسبت به قیمت پایینش عالیه,پیشنهاد می‌کنم
1264,راضی هستم از خریدی که کردم با تشکر از دیجی کالا,پیشنهاد می‌کنم
1265,خودش خوبه کارتنش خرابه,پیشنهاد می‌کنم
1266,پنکه رومیزی,پیشنهاد می‌کنم
1267,بسیار عالی وسبک,پیشنهاد می‌کنم
1268,مثبت,پیشنهاد می‌کنم
1269,دمنده,پیشنهاد می‌کنم
1270,با کیفیت و کارآمد,پیشنهاد می‌کنم
1271,عالی,پیشنهاد می‌کنم
1272,خیلی خوبه,پیشنهاد می‌کنم
1273,بی صدایِ خنک,پیشنهاد می‌کنم
1274,عالی,پیشنهاد می‌کنم
1275,بهترین و کاربردی ترین خریدم از دیجی کالا بود,پیشنهاد می‌کنم
1276,پرتاب باد نداره,مطمئن نیستم
1277,پنکه رومیزی,پیشنهاد می‌کنم
1278,توصیه میکنم,پیشنهاد می‌کنم
1279,سایز کوچک و در اصل یک فن تهویه برعکس هست,مطمئن نیستم
1280,پنکه رومیزی,پیشنهاد می‌کنم
1281,خوبه خداییش . صدا هم نداره,پیشنهاد می‌کنم
1282,بسیار عالی,پیشنهاد می‌کنم
1283,در کل کار راه بیاندازنده,پیشنهاد می‌کنم
1284,خوب,پیشنهاد می‌کنم
1285,ضعیف و بی کیفیت,پیشنهاد نمی‌کنم
1286,عالیه,پیشنهاد می‌کنم
1287,عالیه,پیشنهاد می‌کنم
1288,باد ملایم و مطبوعی تولید می کنه. از خریدم راضی ام. برای توی آشپزخونه که جریان هوای درست و حسابی نداره و همیشه هم از همه جاهای دیگه خونه گرمتره، خیلی عالیه.,پیشنهاد می‌کنم
1289,خوب بود. قابل حمل است,پیشنهاد می‌کنم
1290,نسبت به قیمتش خوبه,پیشنهاد می‌کنم
1291,خوب، سبک و کم مصرف,پیشنهاد می‌کنم
1292,ارزش خرید دارد,پیشنهاد می‌کنم
1293,به صرفه,پیشنهاد می‌کنم
1294,دمنده هاله,پیشنهاد می‌کنم
1295,خوبه برای اتاق کوچک و اینکه مستقیم به سمت خودتون باشه جواب می دهد,پیشنهاد می‌کنم
1296,پنکه رومیزی دمنده,پیشنهاد می‌کنم
1297,به نسبت قیمت اصلا نمی ارزد بهتر است پول بیشتر بدهید و جنس بهتری بخرید,پیشنهاد نمی‌کنم
1298,عالی,پیشنهاد می‌کنم
1299,خیلی عالی,پیشنهاد می‌کنم
1300,عالی,پیشنهاد می‌کنم
1301,خوبه,پیشنهاد می‌کنم
1302,مناسب برای خونه‌هایی که بابایی کولر رو خاموش می‌کنه.,پیشنهاد می‌کنم
1303,خوب بود,پیشنهاد می‌کنم
1304,سوخت!!,مطمئن نیستم
1305,حتما پیشنهاد میکنم بخرید بدون صدا و شتاب باد عالی,پیشنهاد می‌کنم
1306,کیفیت خوب,پیشنهاد می‌کنم
1307,کاربردی,پیشنهاد می‌کنم
1308,بسته بندی مناسب نبود ولی کالا کاملا سالم بود,پیشنهاد می‌کنم
1309,عالی,پیشنهاد می‌کنم
1310,راضیم,پیشنهاد می‌کنم
1311,عالی,پیشنهاد می‌کنم
1312,به نظرم محصول خوبيه و از خريدش راضى هستن، به خصوص وقتى تو آشپزخونه و كنار گاز آشپزى ميكنيد هر جايى ميتونه باشه و خنكتون كنه در واقع ميشه زد زير بقل و هر جايى بردش من كه نسبت به قيمتش از كاراييش خيلى راضيم,پیشنهاد می‌کنم
1313,خوبه,پیشنهاد می‌کنم
1314,بسیار عالی و خیلی خنک در ۳درجه نتظیم,پیشنهاد می‌کنم
1315,پنکه رومیزی,پیشنهاد می‌کنم
1316,یاد ضعیف,پیشنهاد نمی‌کنم
1317,خوب بود,پیشنهاد می‌کنم
1318,دمنده,پیشنهاد می‌کنم
1319,روی حالت سه که تند ترینه صداش اذیت میکنه ولی یک و دو عالیه,پیشنهاد می‌کنم
1320,پیشنهاد میکنم,پیشنهاد می‌کنم
1321,حدود یک هفته است تحویل گرفتم برعکس نظر دوستان تاریخ گارانتی مربوط به تیرماه 1402 است,پیشنهاد می‌کنم
1322,عالی,پیشنهاد می‌کنم
1323,بسته بندی عالی و سالم دستگاه سالم و بدون نقص و وکیوم شده,پیشنهاد می‌کنم
1324,خوب,پیشنهاد می‌کنم
1325,پنکه دمنده,پیشنهاد می‌کنم
1326,با اینکه کوچیکه اما خوب کار میکنه روی دور کندش هم باد خوبی داره,پیشنهاد می‌کنم
1327,عالی,پیشنهاد می‌کنم
1328,عالی,پیشنهاد می‌کنم
1329,سلام دوستان ، صدای کم ، باددهی مناسب,پیشنهاد می‌کنم
1330,پنکه,پیشنهاد می‌کنم
1331,خیلی خوبه,پیشنهاد می‌کنم
1332,خوب و با کیفیت,پیشنهاد می‌کنم
1333,عالی,پیشنهاد می‌کنم
1334,اگه نیازتونه بخرین رو دور تندش صدا میده موتورش,مطمئن نیستم
1335,استفاده طولانی مدت,پیشنهاد می‌کنم
1336,حتما بخرید پشیمون نمیشید,پیشنهاد می‌کنم
1337,خیلی عالیه,پیشنهاد می‌کنم
1338,خوبه ولی گرونه,پیشنهاد می‌کنم
1339,با این قیمت و کیفیت هیچ رقیبی براش نیست.,پیشنهاد می‌کنم
1340,خراب بودن پروانه,پیشنهاد نمی‌کنم
1341,یادش خوبه ولی کلید هاش برعکسه ، ۳ باد کمه و ۱ باد زیاد، من ۲تا خریدم هردو این مشکل رو داشت,پیشنهاد می‌کنم
1342,خیلی عالیه و واقعا قوی هستش,پیشنهاد می‌کنم
1343,عالی,پیشنهاد می‌کنم
1344,بررسی,پیشنهاد می‌کنم
1345,خوب,پیشنهاد می‌کنم
1346,عالی,پیشنهاد می‌کنم
1347,عاااااالی,پیشنهاد می‌کنم
1348,عالی,پیشنهاد می‌کنم
1349,بي نظير بود,پیشنهاد می‌کنم
1350,پنکه خوبی هست بی صدا و قدرت خوبی داره و اندازه ی مناسبی دارد,پیشنهاد می‌کنم
1351,كوچك بودن سايز,پیشنهاد می‌کنم
1352,پنکه ای به قدرت کولر گازی!,پیشنهاد می‌کنم
1353,پنکه رومیزی,پیشنهاد می‌کنم
1354,خوبه,پیشنهاد می‌کنم
1355,سرعت چرخش خوبه اما چندان خنک نمیکنه و اگر کم حجم تر بود بهتر میشد,پیشنهاد می‌کنم
1356,اولاً بسته بندی کاملآ کهنه و بی کیفیت کالا واقعاً من چند ساله خرید اینترنتی می‌کنم ولی به این بی کیفیت واقعاً ندیدم,پیشنهاد نمی‌کنم
1357,كيفيت و كاركرد ان عاليست,پیشنهاد می‌کنم
1358,راضیم از خریدم,پیشنهاد می‌کنم
1359,پنکه بسیار خوبی، پرتاب باد خوبی داره و نسبت به پنکه های دیگه صدای کمتری داره,پیشنهاد می‌کنم
1360,یهو خاموش میشه خودش,پیشنهاد نمی‌کنم
1361,خوبه . برای اتاق خواب جواب میده,پیشنهاد می‌کنم
1362,کاربلد,پیشنهاد می‌کنم
1363,از این جنس راضی بودم,پیشنهاد می‌کنم
1364,در مجموع خوب بود,پیشنهاد می‌کنم
1365,مناسب,پیشنهاد می‌کنم
1366,عالیه و واقعا کاربردی هست داشتنش,پیشنهاد می‌کنم
1367,عالی دقیقا همونی که میخواستم,پیشنهاد می‌کنم
1368,بسیار عالی و شیک,پیشنهاد می‌کنم
1369,پنکه رومیزی,پیشنهاد می‌کنم
1370,عالی,پیشنهاد می‌کنم
1371,پیشنهاد میکنم,پیشنهاد می‌کنم
1372,خوب بود,پیشنهاد می‌کنم
1373,کیفیت مشکوک است,مطمئن نیستم
1374,پنکه رومیزی دمنده,پیشنهاد می‌کنم
1375,خواهد شد,مطمئن نیستم
1376,پنکه رومیزی دمنده مدل Haleh,پیشنهاد می‌کنم
1377,دور تندش با دور کند پنکه معمولی برابر هست,پیشنهاد نمی‌کنم
1378,پنکه رومیزی,پیشنهاد می‌کنم
1379,خیلی خوبه,پیشنهاد می‌کنم
1380,خوب,پیشنهاد می‌کنم
1381,پنکه رومیزی,پیشنهاد می‌کنم
1382,به نسبت قیمت خوب ه,پیشنهاد می‌کنم
1383,پنکه رومیزی,پیشنهاد می‌کنم
1384,پنکه,پیشنهاد می‌کنم
1385,خوب,پیشنهاد می‌کنم
1386,دمنده هاله,حجم باد
1387,ممنون,پیشنهاد می‌کنم
1388,پنکه رومیزی,پیشنهاد می‌کنم
1389,عاااالیه,پیشنهاد می‌کنم
1390,پنکه خوب,پیشنهاد می‌کنم
1391,توصیه میکنم,پیشنهاد می‌کنم
1392,عالی,پیشنهاد می‌کنم
1393,دستگاه خوبی هست,پیشنهاد می‌کنم
1394,باد خوب,پیشنهاد می‌کنم
1395,با توجه به قیمت گزینه خوبی هستش من برای میز کارم خریدم پرتاب باد خوبی داره رو کمترین درجه هم جواب می ده,پیشنهاد می‌کنم
1396,عالی,پیشنهاد می‌کنم
1397,خوبه ،بد نیست،فقط یه ربع روشنه ،یه ربع خاموش,مطمئن نیستم
1398,خوب بود من چند روزه که دارم استفاده میکنم خنک میکرد و راضی ام,پیشنهاد می‌کنم
1399,نسبت به قیمت خوبه,پیشنهاد می‌کنم
1400,عالیه,پیشنهاد می‌کنم
1401,کلا پنکه خوبیه من دوسال پیشم از خریدم الان برای جای دیگ خریدم عالیه فقط اینکه یکسره روی دور‌تند نزارین ک خودکار قطع میکنه بعد یک ساعت,پیشنهاد می‌کنم
1402,واقعا برای خونه هایی که مشکل جا دارن این پنکه که راحت تو کمد هم جا می‌شه عالیه! قیمتش خیلی مناسبه واقعا یکی بخواد فوتمون کنه خنک شیم باید بیشتر پول بدیم😂😂 برای آشپزخونه که تهویه و خنک کننده نداره هم عالیه,پیشنهاد می‌کنم
1403,از خريدم خيلي راضيم، در حد كولر گازي خنك ميكنه،عاشقش شدم,پیشنهاد می‌کنم
1404,خوب و کاربردی,پیشنهاد می‌کنم
1405,بسیار عالی,پیشنهاد می‌کنم
1406,محصول خوبیه با توجه به قیمتش ارزش خرید داره ولی کمی به جزییات دقت نشده وگرنه میتونه ب محصولات خارجی هم رقابت کنه وگرنه همین موتور دستگاه روی محصولات بالای 2 میلیون خارجی نصب شده,پیشنهاد می‌کنم
1407,کیفیت و دوام عالی,پیشنهاد می‌کنم
1408,قابل قبول,پیشنهاد می‌کنم
1409,مناسب ترین پنکه با این قیمت,پیشنهاد می‌کنم
1410,پنکه,پیشنهاد می‌کنم
1411,کاربردی,پیشنهاد می‌کنم
1412,پنکه رو میزی,پیشنهاد می‌کنم
1413,خوبه,پیشنهاد می‌کنم
1414,کیفیت بدنه و ساخت خوبی داره..فقط دکمه های سرعت برعکس عمل میکنن,پیشنهاد می‌کنم
1415,نسبت به قیمت مناسبه,پیشنهاد می‌کنم
1416,خیلی خوب است توصیه به خرید,پیشنهاد می‌کنم
1417,پنکه رومیزی دمنده,پیشنهاد می‌کنم
1418,خوب بود,پیشنهاد می‌کنم
1419,واقعا خیلی خوب بود,پیشنهاد می‌کنم
1420,باد ملایم ،کاربردیه واقعا,پیشنهاد می‌کنم
1421,رضایت از کالا,پیشنهاد می‌کنم
1422,عالی...,پیشنهاد می‌کنم
1423,بهتر از چیزی بود که فکر میکردم، فقط ای کاش یکم ارزون تر بود,پیشنهاد می‌کنم
1424,راضی,پیشنهاد می‌کنم
1425,نظر,پیشنهاد می‌کنم
1426,جواب منو داد. مشکلش همونطور که دوستان هم گفتن اینه که درجه‌هاش برعکسه که خیلی مهم نیس. و روی دور تند صداش زیاده ولی من همش رو دور کند میذارم.,پیشنهاد می‌کنم
1427,شریک زندگی,پیشنهاد می‌کنم
1428,عالی,پیشنهاد می‌کنم
1429,عالی,پیشنهاد می‌کنم
1430,پنکه رو میزی عالی,پیشنهاد می‌کنم
1431,پنکه سبک و خوب,پیشنهاد می‌کنم
1432,پنکه رومیزی کوچک,مطمئن نیستم
1433,پنکه رومیزی,پیشنهاد می‌کنم
1434,عالیه,پیشنهاد می‌کنم
1435,باز شده بود,مطمئن نیستم
1436,پنکه رومیزی دمنده,پیشنهاد می‌کنم
1437,خوبه برای پت ام خریدم که هوا گرمه یخرده خنک بشه قیمت پایین تر از این تو دیجی کالا پیدا نکردم,پیشنهاد می‌کنم
1438,نظر شخصی,پیشنهاد می‌کنم
1439,یکم صدای اضافه داره,پیشنهاد می‌کنم
1440,پنکه دمنده,مطمئن نیستم
1441,خوبه بخرید,پیشنهاد می‌کنم
1442,خیلی خوبه واسه محل کارم خریدم,پیشنهاد می‌کنم
1443,کاربردی,پیشنهاد می‌کنم
1444,پنکه رومیزی,پیشنهاد می‌کنم
1445,درحد خودش خوب هستش به نسبت قیمت,پیشنهاد می‌کنم
1446,پنکه رومیزی,پیشنهاد می‌کنم
1447,تابستون سال گذشته چون برق محل کارمون هر روز قطع می شد، من و همکارم دوتا خریدیم. توی اون گرما به دادمون رسید و خیلی راضی بودیم. هنوزم کار میکنن,پیشنهاد می‌کنم
1448,اولش نفهمیدم که باید از دیجی کالا بگیرم چون واسه من از خود کارخونه بود و متاسفانه شکستگی داشت ک مرجوع نکردم چون قابل پیش بینی نیستش که ایندفعه چه بلایی سرمون دربیارن بعد از دو هفته به دستم رسید اونم با بسته بندی نادرست فقط یک پلاستیک پیچیده بودن و با کارتن خودش واقعا متاسفم واسه این حجم از بی توجهی نسبت به کالا و مشتری,مطمئن نیستم
1449,عالی,پیشنهاد می‌کنم
1450,خوبه,پیشنهاد می‌کنم
1451,در یک کلام (مزخرف),پیشنهاد نمی‌کنم
1452,کوچیک وکاربردی,پیشنهاد می‌کنم
1453,عالی,پیشنهاد می‌کنم
1454,بااینکه کوچک بود فضا راخنک کرد,پیشنهاد می‌کنم
1455,قیمتش یکم بالاست وگرنه از هر لحاظ خوبه,مطمئن نیستم
1456,ققیمت گران است,پیشنهاد می‌کنم
1457,معمولیه در حد قیمتش,پیشنهاد می‌کنم
1458,میتونم بگم فقط خوبه، نمیشه گف عالی عالی ولی پشیمون نیستم,پیشنهاد می‌کنم
1459,به نسبت قیمتش عالیه,پیشنهاد می‌کنم
1460,پنکه رومیزی,پیشنهاد می‌کنم
1461,ضعیف,پیشنهاد نمی‌کنم
1462,بسته بندی افتضاح,پیشنهاد می‌کنم
1463,کیفیت متوسط,مطمئن نیستم
1464,خوبه راضی بودم,پیشنهاد می‌کنم
1465,پنکه حاله,پیشنهاد می‌کنم
1466,عالی,پیشنهاد می‌کنم
1467,خیلی خوبه فقط دکمه هاش بر عکسه ولی پرتاب باد خوبی داره,پیشنهاد می‌کنم
1468,خوب بود,پیشنهاد می‌کنم
1469,کار راه بنداز,پیشنهاد می‌کنم
1470,پنکه دمنده,پیشنهاد می‌کنم
1471,واسه یه نفر خوبه و محیط خیلی کوچیک چون نمیچرخه مدام باید به سمت خودت باشه,پیشنهاد می‌کنم
1472,خیلی عالی,پیشنهاد می‌کنم
1473,پایه پنکه شکسته بود,پیشنهاد نمی‌کنم
1474,پنکه,پیشنهاد می‌کنم
1475,پنکه,پیشنهاد می‌کنم
1476,خیلی خوبه.,پیشنهاد می‌کنم
1477,پنکه کوچک خریدم واقعاً عالی بود,پیشنهاد می‌کنم
1478,معمولی,مطمئن نیستم
1479,بار دومی هست که این محصول رو خریداری میکنم پارسال برای محل کارم گرفتم و امسال هم برای منزل و خیلی هم ازش راضیم... جای زیادی نمیگیره و قدرت پرتاب بادش هم عالیه,پیشنهاد می‌کنم
1480,خوبه,پیشنهاد می‌کنم
1481,خوب بود من راضیم,پیشنهاد می‌کنم
1482,پیشنهاد می کنم,پیشنهاد می‌کنم
1483,خیلی جالب نیست.,مطمئن نیستم
1484,خوب بود راضی بودم,پیشنهاد می‌کنم
1485,درجه برعکس هستش یعنی 1 تند و 3 کند هستش بدک نیست و قدرت باد خوبی از نزدیک داره,پیشنهاد می‌کنم
1486,خوب بود,پیشنهاد می‌کنم
1487,کاربردی کوچک عالی,پیشنهاد می‌کنم
1488,عالی,پیشنهاد می‌کنم
1489,محصول در بسته بندی خوبی تحویل داده شد. شدت بادش هم مناسبه برای اتاق خواب یا محل کار. کار راه اندازه خلاصه.,پیشنهاد می‌کنم
1490,خوب و کار راه انداز,پیشنهاد می‌کنم
1491,پنکه دمنده,پیشنهاد می‌کنم
1492,اصلا نمیرزه,پیشنهاد نمی‌کنم
1493,خوبه کار راه اندازه,پیشنهاد می‌کنم
1494,مدیریت زمان ارسال بسته بندی,مطمئن نیستم
1495,خیلی عالی,پیشنهاد می‌کنم
1496,سلام. قدرتش واقعاً عالیه. خیلیهم بی صدا کار می کنه. فقط کاش کمی ارزونتر بود.,پیشنهاد می‌کنم
1497,عالی,باد خنک
1498,خوبیش اینه وقتی داغ میکنه خودش خاموش میشه بنی اونقدری کار نمیکنه که بسوزه,پیشنهاد می‌کنم
1499,پنکه رومیزی,پیشنهاد می‌کنم
1500,پنکه رومیزی جمع و جور و باکیفیت,پیشنهاد می‌کنم
1501,عالی و کاربردی,پیشنهاد می‌کنم
1502,توقع پرتاب باد زیاد نداشته باشید,پیشنهاد می‌کنم
